wild_mut,ALTS910101,BENS940101,BENS940102,BENS940103,BENS940104,CSEM940101,DAYM780301,FEND850101,FITW660101,GEOD900101,GONG920101,GRAR740104,HENS920101,HENS920102,HENS920103,JOHM930101,JOND920103,JOND940101,KOLA920101,LEVJ860101,LUTR910101,LUTR910102,LUTR910103,LUTR910104,LUTR910105,LUTR910106,LUTR910107,LUTR910108,LUTR910109,MCLA710101,MCLA720101,MIYS930101,MIYT790101,MOHR870101,NIEK910101,NIEK910102,OVEJ920101,QU_C930101,QU_C930102,QU_C930103,RISJ880101,TUDE900101,AZAE970101,AZAE970102,RIER950101,WEIL970101,WEIL970102,MEHP950102,KAPO950101,VOGG950101,BLAJ010101,PRLA000101,PRLA000102,QUIB020101,NAOD960101,RUSR970101,RUSR970102,RUSR970103,OGAK980101,KANM000101,NGPC000101,MUET010101,MUET020101,MUET020102,CROG050101
WI,7.0,-5.0,-4.4,-2.3,-2.2,0.36,5.0,2.0,3.0,8.0,-1.8,61.0,2.0,4.0,5.0,-3.3,4.0,3.0,0.0,0.0,1.0,19.0,14.0,27.0,25.0,8.0,5.0,25.0,12.0,3.0,1.0,-0.23,1.72,11.0,0.03,0.04,2.0,0.357,0.792,4.0,-0.7,12.0,4.0,4.0,93.0,0.0,3.0,1.71,10.4,3.4,6.0,0.25,-0.26,-1.8,4.0,2.0,3.0,4.0,-7.7,28.0,4.0,-1.5,2.0,1.0,1.0
IW,7.0,-5.0,-4.4,-2.3,-2.2,0.36,5.0,2.0,3.0,8.0,-1.8,61.0,2.0,4.0,5.0,-3.3,4.0,3.0,0.0,0.0,1.0,19.0,14.0,27.0,25.0,8.0,5.0,25.0,12.0,3.0,1.0,-0.23,1.72,11.0,0.03,0.04,2.0,0.357,0.792,4.0,-0.7,12.0,4.0,4.0,93.0,0.0,3.0,1.71,10.4,3.4,6.0,0.25,-0.26,-1.8,4.0,2.0,3.0,4.0,-7.7,28.0,4.0,-1.5,2.0,1.0,1.0
WL,5.0,-3.0,-1.8,-0.9,-0.3,0.22,2.0,4.0,1.0,8.0,-0.7,61.0,2.0,2.0,4.0,-1.0,2.0,2.0,5.0,0.0,1.0,18.0,3.0,30.0,29.0,8.0,5.0,22.0,15.0,3.0,1.0,0.13,1.73,11.0,-0.12,-0.15,1.0,0.268,0.843,4.0,-0.8,8.0,2.0,3.0,94.0,1.0,3.0,1.37,14.7,4.5,2.0,-0.14,-0.58,-1.2,2.0,4.0,0.0,1.0,-6.8,15.0,3.0,-0.5,1.0,0.0,1.0
LW,5.0,-3.0,-1.8,-0.9,-0.3,0.22,2.0,4.0,1.0,8.0,-0.7,61.0,2.0,2.0,4.0,-1.0,2.0,2.0,5.0,0.0,1.0,18.0,3.0,30.0,29.0,8.0,5.0,22.0,15.0,3.0,1.0,0.13,1.73,11.0,-0.12,-0.15,1.0,0.268,0.843,4.0,-0.8,8.0,2.0,3.0,94.0,1.0,3.0,1.37,14.7,4.5,2.0,-0.14,-0.58,-1.2,2.0,4.0,0.0,1.0,-6.8,15.0,3.0,-0.5,1.0,0.0,1.0
WK,5.0,-1.4,-3.7,-3.6,-3.0,-0.22,3.0,1.0,2.0,0.0,-3.5,110.0,2.0,4.0,6.0,-5.4,3.0,3.0,0.0,1.0,19.0,21.0,31.0,23.0,14.0,11.0,21.0,43.0,15.0,1.0,0.0,-0.92,3.11,7.0,0.02,0.02,3.0,0.436,0.111,1.0,-1.1,10.0,8.0,7.0,33.0,2.0,1.0,1.11,7.79,1.7,7.0,-1.94,-5.45,3.0,5.0,3.0,2.0,0.0,-9.5,30.0,8.0,-5.5,5.0,3.0,3.0
KW,5.0,-1.4,-3.7,-3.6,-3.0,-0.22,3.0,1.0,2.0,0.0,-3.5,110.0,2.0,4.0,6.0,-5.4,3.0,3.0,0.0,1.0,19.0,21.0,31.0,23.0,14.0,11.0,21.0,43.0,15.0,1.0,0.0,-0.92,3.11,7.0,0.02,0.02,3.0,0.436,0.111,1.0,-1.1,10.0,8.0,7.0,33.0,2.0,1.0,1.11,7.79,1.7,7.0,-1.94,-5.45,3.0,5.0,3.0,2.0,0.0,-9.5,30.0,8.0,-5.5,5.0,3.0,3.0
WM,7.0,-4.4,-2.8,-1.3,-2.0,0.16,4.0,3.0,2.0,7.0,-1.0,67.0,2.0,2.0,3.0,-0.9,3.0,2.0,6.6,0.0,9.0,20.0,14.0,12.0,21.0,15.0,4.0,11.0,20.0,1.0,1.0,0.04,1.89,10.0,-0.19,-0.19,2.0,-0.075,0.785,4.0,-1.3,12.0,2.0,2.0,91.0,2.0,3.0,1.35,18.5,4.2,4.0,0.87,4.28,-0.6,1.0,0.0,3.0,3.0,-7.2,8.0,4.0,-0.5,4.0,2.0,0.0
MW,7.0,-4.4,-2.8,-1.3,-2.0,0.16,4.0,3.0,2.0,7.0,-1.0,67.0,2.0,2.0,3.0,-0.9,3.0,2.0,6.6,0.0,9.0,20.0,14.0,12.0,21.0,15.0,4.0,11.0,20.0,1.0,1.0,0.04,1.89,10.0,-0.19,-0.19,2.0,-0.075,0.785,4.0,-1.3,12.0,2.0,2.0,91.0,2.0,3.0,1.35,18.5,4.2,4.0,0.87,4.28,-0.6,1.0,0.0,3.0,3.0,-7.2,8.0,4.0,-0.5,4.0,2.0,0.0
WF,1.0,-1.6,0.5,3.0,0.0,0.41,0.0,3.0,2.0,9.0,3.6,40.0,1.0,1.0,0.0,3.4,1.0,3.0,9.0,0.0,10.0,11.0,36.0,4.0,32.0,3.0,10.0,19.0,16.0,6.0,3.0,0.25,1.11,11.0,0.15,0.18,2.0,0.451,0.907,6.0,-0.9,8.0,5.0,4.0,89.0,2.0,1.0,1.31,19.3,8.8,9.0,2.29,6.49,3.7,3.0,11.0,4.0,5.0,-6.9,14.0,0.0,3.5,3.0,3.0,3.0
FW,1.0,-1.6,0.5,3.0,0.0,0.41,0.0,3.0,2.0,9.0,3.6,40.0,1.0,1.0,0.0,3.4,1.0,3.0,9.0,0.0,10.0,11.0,36.0,4.0,32.0,3.0,10.0,19.0,16.0,6.0,3.0,0.25,1.11,11.0,0.15,0.18,2.0,0.451,0.907,6.0,-0.9,8.0,5.0,4.0,89.0,2.0,1.0,1.31,19.3,8.8,9.0,2.29,6.49,3.7,3.0,11.0,4.0,5.0,-6.9,14.0,0.0,3.5,3.0,3.0,3.0
WP,7.0,-4.8,-5.8,-5.2,-1.6,-0.13,6.0,2.0,2.0,7.0,-5.0,147.0,3.0,5.0,7.0,-7.4,4.0,6.0,0.0,1.0,11.0,47.0,29.0,33.0,25.0,32.0,16.0,46.0,28.0,0.0,0.0,-0.71,4.17,6.0,-0.03,-0.02,4.0,-0.118,0.597,3.0,-1.6,9.0,5.0,4.0,87.0,0.0,4.0,1.09,9.85,0.2,5.0,-5.34,-11.46,5.0,5.0,2.0,2.0,2.0,-10.4,38.0,6.0,-4.5,5.0,3.0,3.0
PW,7.0,-4.8,-5.8,-5.2,-1.6,-0.13,6.0,2.0,2.0,7.0,-5.0,147.0,3.0,5.0,7.0,-7.4,4.0,6.0,0.0,1.0,11.0,47.0,29.0,33.0,25.0,32.0,16.0,46.0,28.0,0.0,0.0,-0.71,4.17,6.0,-0.03,-0.02,4.0,-0.118,0.597,3.0,-1.6,9.0,5.0,4.0,87.0,0.0,4.0,1.09,9.85,0.2,5.0,-5.34,-11.46,5.0,5.0,2.0,2.0,2.0,-10.4,38.0,6.0,-4.5,5.0,3.0,3.0
WS,2.0,-2.9,-3.9,-3.4,0.8,-0.17,2.0,2.0,1.0,4.0,-3.3,177.0,4.0,4.0,6.0,-6.2,3.0,3.0,5.0,1.0,7.0,29.0,19.0,45.0,13.0,21.0,11.0,41.0,19.0,3.0,0.0,-0.29,4.38,10.0,0.05,0.07,5.0,-0.023,0.204,1.0,-0.8,18.0,4.0,3.0,92.0,1.0,2.0,1.34,9.7,1.9,7.0,-1.18,-4.44,-2.8,2.0,0.0,1.0,2.0,-7.6,29.0,5.0,-3.0,4.0,3.0,3.0
SW,2.0,-2.9,-3.9,-3.4,0.8,-0.17,2.0,2.0,1.0,4.0,-3.3,177.0,4.0,4.0,6.0,-6.2,3.0,3.0,5.0,1.0,7.0,29.0,19.0,45.0,13.0,21.0,11.0,41.0,19.0,3.0,0.0,-0.29,4.38,10.0,0.05,0.07,5.0,-0.023,0.204,1.0,-0.8,18.0,4.0,3.0,92.0,1.0,2.0,1.34,9.7,1.9,7.0,-1.18,-4.44,-2.8,2.0,0.0,1.0,2.0,-7.6,29.0,5.0,-3.0,4.0,3.0,3.0
WT,6.0,-2.6,-4.5,-3.7,-2.2,-0.12,5.0,1.0,2.0,5.0,-3.5,128.0,3.0,4.0,5.0,-9.3,4.0,4.0,5.0,1.0,14.0,29.0,2.0,39.0,31.0,7.0,18.0,25.0,20.0,2.0,0.0,-0.7,3.5,11.0,0.07,0.12,5.0,0.564,0.471,2.0,-1.0,8.0,2.0,1.0,96.0,1.0,1.0,1.42,17.2,1.7,0.0,-0.57,-3.55,-2.9,0.0,3.0,4.0,0.0,-7.6,19.0,7.0,-4.5,6.0,4.0,2.0
TW,6.0,-2.6,-4.5,-3.7,-2.2,-0.12,5.0,1.0,2.0,5.0,-3.5,128.0,3.0,4.0,5.0,-9.3,4.0,4.0,5.0,1.0,14.0,29.0,2.0,39.0,31.0,7.0,18.0,25.0,20.0,2.0,0.0,-0.7,3.5,11.0,0.07,0.12,5.0,0.564,0.471,2.0,-1.0,8.0,2.0,1.0,96.0,1.0,1.0,1.42,17.2,1.7,0.0,-0.57,-3.55,-2.9,0.0,3.0,4.0,0.0,-7.6,19.0,7.0,-4.5,6.0,4.0,2.0
WW,12.0,14.7,15.7,14.7,7.5,1.0,17.0,6.0,0.0,10.0,14.2,0.0,15.0,16.0,16.0,15.2,15.0,12.0,10.0,2.0,124.0,129.0,170.0,130.0,150.0,115.0,129.0,162.0,133.0,9.0,6.0,1.42,0.0,16.0,1.0,1.0,10.0,1.0,1.0,8.0,2.2,100.0,8.0,6.0,100.0,4.0,7.0,1.22,33.8,19.4,32.0,6.96,18.08,14.9,9.0,5.0,16.0,7.0,-5.0,110.0,11.0,15.0,16.0,14.0,12.0
YA,4.0,-4.0,-3.5,-2.6,-2.4,-0.36,3.0,2.0,2.0,7.0,-2.2,112.0,2.0,3.0,4.0,-4.0,3.0,3.0,0.0,1.0,6.0,4.0,21.0,15.0,10.0,0.0,5.0,19.0,5.0,1.0,0.0,-0.34,3.18,9.0,-0.59,-0.63,3.0,0.683,0.772,4.0,0.2,18.0,2.0,1.0,94.0,0.0,2.0,1.23,15.3,3.0,3.0,-1.25,-4.22,-1.8,0.0,1.0,0.0,0.0,-7.5,19.0,3.0,-3.5,3.0,2.0,2.0
AY,4.0,-4.0,-3.5,-2.6,-2.4,-0.36,3.0,2.0,2.0,7.0,-2.2,112.0,2.0,3.0,4.0,-4.0,3.0,3.0,0.0,1.0,6.0,4.0,21.0,15.0,10.0,0.0,5.0,19.0,5.0,1.0,0.0,-0.34,3.18,9.0,-0.59,-0.63,3.0,0.683,0.772,4.0,0.2,18.0,2.0,1.0,94.0,0.0,2.0,1.23,15.3,3.0,3.0,-1.25,-4.22,-1.8,0.0,1.0,0.0,0.0,-7.5,19.0,3.0,-3.5,3.0,2.0,2.0
YR,6.0,-2.6,-2.7,-2.0,-1.9,-0.03,4.0,1.0,2.0,2.0,-1.8,77.0,1.0,3.0,4.0,-2.1,2.0,1.0,5.0,1.0,3.0,3.0,10.0,3.0,13.0,7.0,1.0,8.0,5.0,2.0,0.0,-0.31,2.02,7.0,-0.01,-0.01,1.0,0.201,0.266,0.0,0.8,0.0,1.0,3.0,19.0,1.0,1.0,1.25,13.8,3.4,1.0,-0.75,-1.01,-0.9,2.0,3.0,2.0,3.0,-8.4,15.0,6.0,-5.5,3.0,2.0,2.0
RY,6.0,-2.6,-2.7,-2.0,-1.9,-0.03,4.0,1.0,2.0,2.0,-1.8,77.0,1.0,3.0,4.0,-2.1,2.0,1.0,5.0,1.0,3.0,3.0,10.0,3.0,13.0,7.0,1.0,8.0,5.0,2.0,0.0,-0.31,2.02,7.0,-0.01,-0.01,1.0,0.201,0.266,0.0,0.8,0.0,1.0,3.0,19.0,1.0,1.0,1.25,13.8,3.4,1.0,-0.75,-1.01,-0.9,2.0,3.0,2.0,3.0,-8.4,15.0,6.0,-5.5,3.0,2.0,2.0
YN,2.0,-0.9,-1.2,-1.4,2.5,-0.27,2.0,3.0,1.0,6.0,-1.4,143.0,2.0,3.0,4.0,-1.3,1.0,1.0,0.0,1.0,4.0,0.0,10.0,4.0,2.0,13.0,2.0,7.0,4.0,2.0,0.0,0.12,3.42,8.0,0.04,0.05,1.0,0.387,0.338,2.0,-0.1,13.0,3.0,4.0,66.0,0.0,2.0,1.08,20.1,3.8,1.0,-0.36,-0.93,-0.8,2.0,3.0,0.0,0.0,-7.0,19.0,2.0,0.0,2.0,1.0,2.0
NY,2.0,-0.9,-1.2,-1.4,2.5,-0.27,2.0,3.0,1.0,6.0,-1.4,143.0,2.0,3.0,4.0,-1.3,1.0,1.0,0.0,1.0,4.0,0.0,10.0,4.0,2.0,13.0,2.0,7.0,4.0,2.0,0.0,0.12,3.42,8.0,0.04,0.05,1.0,0.387,0.338,2.0,-0.1,13.0,3.0,4.0,66.0,0.0,2.0,1.08,20.1,3.8,1.0,-0.36,-0.93,-0.8,2.0,3.0,0.0,0.0,-7.0,19.0,2.0,0.0,2.0,1.0,2.0
YD,5.0,-2.3,-3.0,-2.8,2.3,-0.34,4.0,2.0,1.0,3.0,-2.8,160.0,2.0,5.0,6.0,-3.8,2.0,2.0,0.0,1.0,10.0,0.0,14.0,8.0,13.0,7.0,7.0,12.0,5.0,1.0,0.0,0.09,3.95,7.0,-0.19,-0.22,3.0,0.32,0.225,1.0,-0.4,22.0,4.0,5.0,38.0,3.0,0.0,1.12,14.9,2.4,6.0,-1.21,-3.85,-2.9,3.0,0.0,2.0,1.0,-7.2,20.0,4.0,-5.5,5.0,3.0,3.0
DY,5.0,-2.3,-3.0,-2.8,2.3,-0.34,4.0,2.0,1.0,3.0,-2.8,160.0,2.0,5.0,6.0,-3.8,2.0,2.0,0.0,1.0,10.0,0.0,14.0,8.0,13.0,7.0,7.0,12.0,5.0,1.0,0.0,0.09,3.95,7.0,-0.19,-0.22,3.0,0.32,0.225,1.0,-0.4,22.0,4.0,5.0,38.0,3.0,0.0,1.12,14.9,2.4,6.0,-1.21,-3.85,-2.9,3.0,0.0,2.0,1.0,-7.2,20.0,4.0,-5.5,5.0,3.0,3.0
YC,1.0,2.6,0.6,-0.4,2.6,0.21,0.0,3.0,1.0,8.0,-0.5,194.0,3.0,4.0,5.0,-7.7,2.0,3.0,5.0,1.0,3.0,7.0,7.0,8.0,25.0,9.0,0.0,8.0,19.0,1.0,0.0,0.4,2.38,10.0,0.25,0.29,6.0,0.195,0.817,4.0,-1.1,5.0,1.0,0.0,92.0,0.0,2.0,1.22,17.3,4.7,1.0,0.13,-0.44,-0.3,0.0,0.0,4.0,1.0,-10.6,18.0,1.0,0.5,1.0,0.0,2.0
CY,1.0,2.6,0.6,-0.4,2.6,0.21,0.0,3.0,1.0,8.0,-0.5,194.0,3.0,4.0,5.0,-7.7,2.0,3.0,5.0,1.0,3.0,7.0,7.0,8.0,25.0,9.0,0.0,8.0,19.0,1.0,0.0,0.4,2.38,10.0,0.25,0.29,6.0,0.195,0.817,4.0,-1.1,5.0,1.0,0.0,92.0,0.0,2.0,1.22,17.3,4.7,1.0,0.13,-0.44,-0.3,0.0,0.0,4.0,1.0,-10.6,18.0,1.0,0.5,1.0,0.0,2.0
YQ,5.0,-1.4,-1.9,-1.8,-0.8,-0.28,4.0,2.0,1.0,6.0,-1.7,99.0,1.0,2.0,3.0,-5.1,2.0,0.0,5.0,1.0,9.0,0.0,12.0,0.0,14.0,9.0,6.0,8.0,4.0,1.0,0.0,-0.02,2.48,8.0,-0.28,-0.32,3.0,0.207,0.55,2.0,0.5,23.0,3.0,4.0,70.0,1.0,2.0,1.11,14.6,3.5,5.0,-0.61,-1.73,-1.5,1.0,2.0,1.0,0.0,-7.3,9.0,0.0,-2.0,4.0,2.0,2.0
QY,5.0,-1.4,-1.9,-1.8,-0.8,-0.28,4.0,2.0,1.0,6.0,-1.7,99.0,1.0,2.0,3.0,-5.1,2.0,0.0,5.0,1.0,9.0,0.0,12.0,0.0,14.0,9.0,6.0,8.0,4.0,1.0,0.0,-0.02,2.48,8.0,-0.28,-0.32,3.0,0.207,0.55,2.0,0.5,23.0,3.0,4.0,70.0,1.0,2.0,1.11,14.6,3.5,5.0,-0.61,-1.73,-1.5,1.0,2.0,1.0,0.0,-7.3,9.0,0.0,-2.0,4.0,2.0,2.0
YE,4.0,-4.1,-4.0,-3.0,-0.9,-0.32,4.0,1.0,2.0,3.0,-2.7,122.0,2.0,3.0,5.0,-3.7,4.0,5.0,0.0,1.0,10.0,3.0,21.0,8.0,13.0,14.0,9.0,16.0,3.0,2.0,0.0,-0.11,3.22,6.0,-0.57,-0.62,2.0,0.273,0.036,1.0,0.2,28.0,1.0,1.0,44.0,4.0,2.0,1.31,12.7,2.5,5.0,-1.64,-4.5,-2.2,2.0,2.0,1.0,1.0,-7.5,21.0,2.0,-5.5,3.0,2.0,3.0
EY,4.0,-4.1,-4.0,-3.0,-0.9,-0.32,4.0,1.0,2.0,3.0,-2.7,122.0,2.0,3.0,5.0,-3.7,4.0,5.0,0.0,1.0,10.0,3.0,21.0,8.0,13.0,14.0,9.0,16.0,3.0,2.0,0.0,-0.11,3.22,6.0,-0.57,-0.62,2.0,0.273,0.036,1.0,0.2,28.0,1.0,1.0,44.0,4.0,2.0,1.31,12.7,2.5,5.0,-1.64,-4.5,-2.2,2.0,2.0,1.0,1.0,-7.5,21.0,2.0,-5.5,3.0,2.0,3.0
YG,6.0,-4.9,-4.8,-4.3,-1.8,-0.24,5.0,2.0,2.0,6.0,-4.0,147.0,3.0,5.0,6.0,-5.4,4.0,5.0,0.0,1.0,16.0,16.0,14.0,17.0,14.0,9.0,16.0,14.0,13.0,0.0,0.0,-0.35,4.08,10.0,0.19,0.2,3.0,0.372,0.0,0.0,-0.2,18.0,2.0,1.0,98.0,2.0,1.0,1.27,13.7,1.2,10.0,-1.62,-4.34,-4.8,1.0,1.0,1.0,0.0,-7.5,29.0,3.0,-3.5,5.0,4.0,4.0
GY,6.0,-4.9,-4.8,-4.3,-1.8,-0.24,5.0,2.0,2.0,6.0,-4.0,147.0,3.0,5.0,6.0,-5.4,4.0,5.0,0.0,1.0,16.0,16.0,14.0,17.0,14.0,9.0,16.0,14.0,13.0,0.0,0.0,-0.35,4.08,10.0,0.19,0.2,3.0,0.372,0.0,0.0,-0.2,18.0,2.0,1.0,98.0,2.0,1.0,1.27,13.7,1.2,10.0,-1.62,-4.34,-4.8,1.0,1.0,1.0,0.0,-7.5,29.0,3.0,-3.5,5.0,4.0,4.0
YH,1.0,4.4,3.7,2.5,2.3,0.08,0.0,3.0,1.0,7.0,2.2,83.0,2.0,3.0,3.0,-0.4,4.0,6.0,6.6,0.0,2.0,5.0,1.0,23.0,18.0,20.0,3.0,4.0,21.0,4.0,2.0,0.35,2.27,9.0,0.13,0.14,0.0,0.083,0.492,3.0,-0.8,12.0,0.0,0.0,77.0,0.0,2.0,1.23,19.4,7.4,1.0,-0.12,1.17,2.9,0.0,3.0,2.0,1.0,-6.8,20.0,3.0,2.5,3.0,2.0,0.0
HY,1.0,4.4,3.7,2.5,2.3,0.08,0.0,3.0,1.0,7.0,2.2,83.0,2.0,3.0,3.0,-0.4,4.0,6.0,6.6,0.0,2.0,5.0,1.0,23.0,18.0,20.0,3.0,4.0,21.0,4.0,2.0,0.35,2.27,9.0,0.13,0.14,0.0,0.083,0.492,3.0,-0.8,12.0,0.0,0.0,77.0,0.0,2.0,1.23,19.4,7.4,1.0,-0.12,1.17,2.9,0.0,3.0,2.0,1.0,-6.8,20.0,3.0,2.5,3.0,2.0,0.0
YI,2.0,-3.3,-2.2,-1.0,-1.6,0.43,1.0,3.0,2.0,9.0,-0.7,33.0,0.0,2.0,3.0,-2.5,2.0,4.0,0.0,0.0,3.0,0.0,14.0,4.0,10.0,16.0,2.0,11.0,15.0,3.0,1.0,-0.35,0.86,10.0,0.13,0.15,1.0,0.333,0.573,4.0,0.4,29.0,2.0,3.0,85.0,0.0,1.0,1.51,17.6,4.5,2.0,0.08,-0.08,0.2,2.0,3.0,0.0,2.0,-7.4,8.0,3.0,-2.5,2.0,1.0,1.0
IY,2.0,-3.3,-2.2,-1.0,-1.6,0.43,1.0,3.0,2.0,9.0,-0.7,33.0,0.0,2.0,3.0,-2.5,2.0,4.0,0.0,0.0,3.0,0.0,14.0,4.0,10.0,16.0,2.0,11.0,15.0,3.0,1.0,-0.35,0.86,10.0,0.13,0.15,1.0,0.333,0.573,4.0,0.4,29.0,2.0,3.0,85.0,0.0,1.0,1.51,17.6,4.5,2.0,0.08,-0.08,0.2,2.0,3.0,0.0,2.0,-7.4,8.0,3.0,-2.5,2.0,1.0,1.0
YL,3.0,-1.6,-0.7,-0.1,-1.6,0.17,1.0,3.0,2.0,9.0,0.0,36.0,0.0,2.0,2.0,-2.4,1.0,3.0,0.0,0.0,2.0,2.0,13.0,5.0,1.0,12.0,0.0,12.0,7.0,3.0,1.0,-0.27,0.94,9.0,-0.46,-0.48,2.0,0.246,0.625,4.0,0.5,16.0,0.0,2.0,87.0,0.0,1.0,1.41,17.9,5.2,4.0,0.7,1.81,0.8,1.0,3.0,0.0,0.0,-6.6,2.0,2.0,-1.5,1.0,0.0,1.0
LY,3.0,-1.6,-0.7,-0.1,-1.6,0.17,1.0,3.0,2.0,9.0,0.0,36.0,0.0,2.0,2.0,-2.4,1.0,3.0,0.0,0.0,2.0,2.0,13.0,5.0,1.0,12.0,0.0,12.0,7.0,3.0,1.0,-0.27,0.94,9.0,-0.46,-0.48,2.0,0.246,0.625,4.0,0.5,16.0,0.0,2.0,87.0,0.0,1.0,1.41,17.9,5.2,4.0,0.7,1.81,0.8,1.0,3.0,0.0,0.0,-6.6,2.0,2.0,-1.5,1.0,0.0,1.0
YK,6.0,-4.0,-3.6,-2.4,-0.8,-0.2,4.0,1.0,2.0,2.0,-2.1,85.0,1.0,3.0,4.0,-3.7,3.0,1.0,0.0,1.0,16.0,1.0,25.0,13.0,14.0,11.0,12.0,20.0,5.0,1.0,0.0,-0.12,2.42,7.0,-0.43,-0.48,2.0,0.436,0.182,1.0,0.5,21.0,3.0,4.0,41.0,2.0,0.0,1.18,14.7,3.1,5.0,-1.72,-4.03,-1.5,3.0,0.0,0.0,0.0,-7.3,17.0,4.0,-3.5,3.0,2.0,3.0
KY,6.0,-4.0,-3.6,-2.4,-0.8,-0.2,4.0,1.0,2.0,2.0,-2.1,85.0,1.0,3.0,4.0,-3.7,3.0,1.0,0.0,1.0,16.0,1.0,25.0,13.0,14.0,11.0,12.0,20.0,5.0,1.0,0.0,-0.12,2.42,7.0,-0.43,-0.48,2.0,0.436,0.182,1.0,0.5,21.0,3.0,4.0,41.0,2.0,0.0,1.18,14.7,3.1,5.0,-1.72,-4.03,-1.5,3.0,0.0,0.0,0.0,-7.3,17.0,4.0,-3.5,3.0,2.0,3.0
YM,4.0,-3.6,-1.8,-0.5,-2.9,0.07,2.0,2.0,3.0,8.0,-0.2,36.0,0.0,1.0,3.0,-1.3,2.0,3.0,0.0,0.0,4.0,1.0,19.0,2.0,4.0,2.0,3.0,12.0,3.0,2.0,1.0,-0.56,0.93,8.0,-0.31,-0.33,1.0,-0.057,0.764,4.0,-0.2,8.0,1.0,2.0,83.0,0.0,1.0,1.23,20.0,5.0,3.0,-0.41,-4.95,0.5,1.0,4.0,1.0,1.0,-7.9,9.0,2.0,-1.5,2.0,1.0,0.0
MY,4.0,-3.6,-1.8,-0.5,-2.9,0.07,2.0,2.0,3.0,8.0,-0.2,36.0,0.0,1.0,3.0,-1.3,2.0,3.0,0.0,0.0,4.0,1.0,19.0,2.0,4.0,2.0,3.0,12.0,3.0,2.0,1.0,-0.56,0.93,8.0,-0.31,-0.33,1.0,-0.057,0.764,4.0,-0.2,8.0,1.0,2.0,83.0,0.0,1.0,1.23,20.0,5.0,3.0,-0.41,-4.95,0.5,1.0,4.0,1.0,1.0,-7.9,9.0,2.0,-1.5,2.0,1.0,0.0
YF,4.0,5.6,5.9,5.3,2.0,0.54,7.0,5.0,1.0,10.0,5.1,22.0,3.0,4.0,4.0,3.4,5.0,2.0,9.0,1.0,22.0,21.0,40.0,25.0,24.0,16.0,22.0,33.0,20.0,6.0,3.0,0.14,0.48,10.0,0.24,0.29,3.0,0.428,0.743,4.0,2.0,24.0,3.0,3.0,81.0,1.0,0.0,1.34,22.6,10.3,8.0,1.96,5.38,5.2,2.0,0.0,7.0,5.0,-6.0,37.0,4.0,5.0,6.0,5.0,3.0
FY,4.0,5.6,5.9,5.3,2.0,0.54,7.0,5.0,1.0,10.0,5.1,22.0,3.0,4.0,4.0,3.4,5.0,2.0,9.0,1.0,22.0,21.0,40.0,25.0,24.0,16.0,22.0,33.0,20.0,6.0,3.0,0.14,0.48,10.0,0.24,0.29,3.0,0.428,0.743,4.0,2.0,24.0,3.0,3.0,81.0,1.0,0.0,1.34,22.6,10.3,8.0,1.96,5.38,5.2,2.0,0.0,7.0,5.0,-6.0,37.0,4.0,5.0,6.0,5.0,3.0
YP,6.0,-3.8,-3.5,-3.4,-2.3,-0.23,5.0,2.0,2.0,9.0,-3.1,110.0,3.0,4.0,6.0,-7.0,3.0,5.0,0.0,1.0,17.0,20.0,17.0,3.0,3.0,7.0,16.0,10.0,1.0,0.0,0.0,-0.2,3.12,8.0,-0.13,-0.15,6.0,-0.054,0.632,3.0,-1.2,9.0,5.0,4.0,94.0,1.0,2.0,1.29,6.99,2.1,8.0,-1.98,-7.41,-3.3,3.0,3.0,0.0,1.0,-8.1,28.0,5.0,-5.5,6.0,4.0,3.0
PY,6.0,-3.8,-3.5,-3.4,-2.3,-0.23,5.0,2.0,2.0,9.0,-3.1,110.0,3.0,4.0,6.0,-7.0,3.0,5.0,0.0,1.0,17.0,20.0,17.0,3.0,3.0,7.0,16.0,10.0,1.0,0.0,0.0,-0.2,3.12,8.0,-0.13,-0.15,6.0,-0.054,0.632,3.0,-1.2,9.0,5.0,4.0,94.0,1.0,2.0,1.29,6.99,2.1,8.0,-1.98,-7.41,-3.3,3.0,3.0,0.0,1.0,-8.1,28.0,5.0,-5.5,6.0,4.0,3.0
YS,3.0,-1.8,-1.9,-1.9,0.3,-0.21,3.0,3.0,1.0,6.0,-1.9,144.0,2.0,3.0,3.0,-3.4,1.0,0.0,6.6,1.0,6.0,6.0,16.0,10.0,7.0,3.0,5.0,14.0,3.0,3.0,0.0,-0.04,3.33,11.0,0.34,0.36,2.0,-0.093,0.307,2.0,0.4,16.0,1.0,1.0,99.0,1.0,1.0,1.41,14.4,3.3,1.0,-1.56,-4.17,-0.9,1.0,2.0,0.0,0.0,-7.3,19.0,2.0,-2.0,2.0,1.0,2.0
SY,3.0,-1.8,-1.9,-1.9,0.3,-0.21,3.0,3.0,1.0,6.0,-1.9,144.0,2.0,3.0,3.0,-3.4,1.0,0.0,6.6,1.0,6.0,6.0,16.0,10.0,7.0,3.0,5.0,14.0,3.0,3.0,0.0,-0.04,3.33,11.0,0.34,0.36,2.0,-0.093,0.307,2.0,0.4,16.0,1.0,1.0,99.0,1.0,1.0,1.41,14.4,3.3,1.0,-1.56,-4.17,-0.9,1.0,2.0,0.0,0.0,-7.3,19.0,2.0,-2.0,2.0,1.0,2.0
